id,Data Quality,Usage
4194,Fair,Private
4195,Fair,Private
4196,Unknown,Private
4197,Fair,Private
4198,Unknown,Private
4199,Fair,Private
4200,Unknown,Public
4201,Fair,Private
4202,Unknown,Private
4203,Fair,Public
4204,Fair,Private
4205,Fair,Private
4206,Fair,Private
4207,Fair,Private
4208,Fair,Private
4209,Fair,Private
4210,Fair,Private
4211,Fair,Private
4212,Fair,Private
4213,Fair,Private
4214,Fair,Private
4215,Fair,Public
4216,Unknown,Private
4217,Unknown,Private
4218,Fair,Private
4219,Fair,Private
4220,Fair,Private
4221,Fair,Private
4222,Fair,Public
4223,Unknown,Public
4224,Unknown,Private
4225,Unknown,Public
4226,Unknown,Private
4227,Unknown,Private
4228,Unknown,Private
4229,Fair,Private
4230,Fair,Public
4231,Unknown,Private
4232,Fair,Private
4233,Fair,Public
4234,Fair,Private
4235,Fair,Private
4236,Unknown,Private
4237,Fair,Public
4238,Fair,Public
4239,Fair,Private
4240,Fair,Private
4241,Unknown,Private
4242,Fair,Public
4243,Fair,Private
4244,Fair,Private
4245,Fair,Public
4246,Fair,Private
4247,Fair,Private
4248,Fair,Private
4249,Unknown,Public
4250,Fair,Private
4251,Fair,Private
4252,Good,Private
4253,Fair,Private
4254,Fair,Private
4255,Fair,Private
4256,Fair,Public
4257,Fair,Private
4258,Fair,Private
4259,Fair,Private
4260,Fair,Private
4261,Unknown,Public
4262,Unknown,Private
4263,Unknown,Private
4264,Fair,Private
4265,Unknown,Private
4266,Fair,Private
4267,Fair,Private
4268,Fair,Public
4269,Fair,Public
4270,Fair,Private
4271,Fair,Public
4272,Fair,Private
4273,Fair,Private
4274,Fair,Private
4275,Fair,Private
4276,Unknown,Private
4277,Unknown,Private
4278,Fair,Private
4279,Unknown,Private
4280,Fair,Private
4281,Fair,Public
4282,Good,Private
4283,Fair,Private
4284,Fair,Private
4285,Fair,Private
4286,Fair,Public
4287,Unknown,Private
4288,Fair,Private
4289,Fair,Public
4290,Fair,Private
4291,Unknown,Private
4292,Fair,Private
4293,Fair,Public
4294,Fair,Private
4295,Fair,Private
4296,Fair,Private
4297,Fair,Private
4298,Unknown,Private
4299,Unknown,Private
4300,Fair,Private
4301,Fair,Public
4302,Unknown,Public
4303,Fair,Private
4304,Fair,Public
4305,Fair,Private
4306,Fair,Private
4307,Fair,Private
4308,Fair,Public
4309,Fair,Public
4310,Unknown,Private
4311,Unknown,Public
4312,Fair,Private
4313,Fair,Public
4314,Fair,Public
4315,Fair,Private
4316,Unknown,Public
4317,Fair,Private
4318,Fair,Private
4319,Fair,Private
4320,Unknown,Private
4321,Fair,Public
4322,Fair,Private
4323,Fair,Private
4324,Fair,Public
4325,Fair,Public
4326,Unknown,Private
4327,Fair,Public
4328,Unknown,Private
4329,Fair,Public
4330,Unknown,Private
4331,Unknown,Private
4332,Fair,Private
4333,Fair,Private
4334,Unknown,Private
4335,Unknown,Private
4336,Fair,Private
4337,Fair,Public
4338,Fair,Private
4339,Unknown,Private
4340,Unknown,Private
4341,Fair,Private
4342,Fair,Public
4343,Fair,Public
4344,Good,Private
4345,Fair,Private
4346,Fair,Public
4347,Fair,Private
4348,Fair,Public
4349,Unknown,Private
4350,Fair,Public
4351,Fair,Private
4352,Fair,Private
4353,Unknown,Public
4354,Fair,Private
4355,Unknown,Private
4356,Fair,Private
4357,Unknown,Private
4358,Fair,Private
4359,Fair,Private
4360,Fair,Private
4361,Fair,Private
4362,Fair,Public
4363,Fair,Private
4364,Fair,Private
4365,Fair,Private
4366,Fair,Private
4367,Fair,Private
4368,Fair,Private
4369,Fair,Private
4370,Unknown,Private
4371,Unknown,Private
4372,Unknown,Private
4373,Unknown,Private
4374,Fair,Private
4375,Unknown,Private
4376,Fair,Private
4377,Fair,Public
4378,Fair,Private
4379,Unknown,Private
4380,Fair,Private
4381,Fair,Private
4382,Fair,Private
4383,Fair,Private
4384,Fair,Public
4385,Fair,Private
4386,Fair,Public
4387,Fair,Private
4388,Unknown,Private
4389,Fair,Private
4390,Pending review,Private
4391,Fair,Private
4392,Fair,Private
4393,Fair,Private
4394,Fair,Public
4395,Fair,Public
4396,Fair,Private
4397,Unknown,Private
4398,Fair,Private
4399,Fair,Private
4400,Fair,Private
4401,Fair,Private
4402,Unknown,Private
4403,Fair,Private
4404,Good,Public
4405,Fair,Private
4406,Unknown,Public
4407,Fair,Private
4408,Unknown,Private
4409,Fair,Private
4410,Unknown,Private
4411,Fair,Private
4412,Fair,Private
4413,Good,Private
4414,Fair,Private
4415,Fair,Private
4416,Unknown,Private
4417,Fair,Private
4418,Fair,Private
4419,Unknown,Private
4420,Unknown,Private
4421,Fair,Public
4422,Unknown,Private
4423,Fair,Public
4424,Fair,Private
4425,Fair,Private
4426,Fair,Private
4427,Fair,Private
4428,Unknown,Private
4429,Unknown,Public
4430,Fair,Private
4431,Unknown,Private
4432,Unknown,Private
4433,Fair,Public
4434,Fair,Private
4435,Fair,Private
4436,Unknown,Private
4437,Unknown,Public
4438,Unknown,Public
4439,Fair,Private
4440,Fair,Public
4441,Fair,Public
4442,Unknown,Private
4443,Fair,Private
4444,Fair,Private
4445,Fair,Public
4446,Fair,Private
4447,Fair,Public
4448,Unknown,Private
4449,Fair,Public
4450,Good,Private
4451,Fair,Private
4452,Fair,Public
4453,Fair,Public
4454,Fair,Public
4455,Fair,Private
4456,Fair,Private
4457,Fair,Private
4458,Fair,Private
4459,Unknown,Private
4460,Unknown,Private
4461,Fair,Private
4462,Fair,Public
4463,Fair,Private
4464,Fair,Private
4465,Fair,Private
4466,Fair,Private
4467,Fair,Private
4468,Unknown,Public
4469,Fair,Public
4470,Fair,Public
4471,Fair,Public
4472,Fair,Private
4473,Fair,Private
4474,Fair,Private
4475,Fair,Private
4476,Unknown,Private
4477,Fair,Private
4478,Fair,Private
4479,Fair,Private
4480,Fair,Private
4481,Fair,Private
4482,Fair,Private
4483,Fair,Private
4484,Fair,Private
4485,Fair,Public
4486,Fair,Private
4487,Fair,Private
4488,Fair,Public
4489,Fair,Private
4490,Fair,Private
4491,Fair,Private
4492,Fair,Private
4493,Unknown,Public
4494,Unknown,Public
4495,Fair,Private
4496,Unknown,Private
4497,Unknown,Private
4498,Fair,Private
4499,Unknown,Private
4500,Fair,Private
4501,Fair,Private
4502,Unknown,Private
4503,Fair,Private
4504,Fair,Private
4505,Unknown,Private
4506,Fair,Public
4507,Unknown,Private
4508,Fair,Private
4509,Fair,Public
4510,Fair,Private
4511,Unknown,Private
4512,Fair,Private
4513,Unknown,Private
4514,Fair,Private
4515,Fair,Private
4516,Fair,Private
4517,Fair,Public
4518,Good,Private
4519,Unknown,Private
4520,Unknown,Public
4521,Fair,Private
4522,Unknown,Public
4523,Fair,Private
4524,Fair,Public
4525,Fair,Private
4526,Fair,Public
4527,Fair,Public
4528,Fair,Private
4529,Fair,Private
4530,Fair,Private
4531,Fair,Private
4532,Fair,Private
4533,Fair,Private
4534,Unknown,Private
4535,Fair,Private
4536,Unknown,Private
4537,Fair,Private
4538,Fair,Private
4539,Fair,Private
4540,Fair,Private
4541,Fair,Private
4542,Fair,Private
4543,Fair,Private
4544,Fair,Private
4545,Fair,Public
4546,Fair,Private
4547,Fair,Private
4548,Fair,Private
4549,Fair,Public
4550,Fair,Public
4551,Fair,Private
4552,Fair,Private
4553,Fair,Public
4554,Fair,Private
4555,Fair,Private
4556,Fair,Private
4557,Fair,Private
4558,Fair,Public
4559,Unknown,Public
4560,Fair,Public
4561,Unknown,Private
4562,Unknown,Public
4563,Unknown,Private
4564,Fair,Private
4565,Fair,Public
4566,Fair,Private
4567,Fair,Private
4568,Fair,Private
4569,Fair,Public
4570,Fair,Private
4571,Fair,Private
4572,Fair,Private
4573,Unknown,Public
4574,Unknown,Public
4575,Good,Private
4576,Unknown,Private
4577,Fair,Private
4578,Unknown,Public
4579,Unknown,Private
4580,Fair,Public
4581,Fair,Private
4582,Fair,Public
4583,Unknown,Public
4584,Fair,Private
4585,Fair,Public
4586,Fair,Private
4587,Fair,Private
4588,Fair,Private
4589,Unknown,Public
4590,Fair,Private
4591,Fair,Private
4592,Fair,Private
4593,Fair,Private
4594,Unknown,Private
4595,Fair,Private
4596,Fair,Public
4597,Fair,Private
4598,Unknown,Private
4599,Unknown,Private
4600,Fair,Private
4601,Fair,Public
4602,Unknown,Public
4603,Fair,Private
4604,Fair,Public
4605,Unknown,Public
4606,Fair,Public
4607,Fair,Private
4608,Fair,Public
4609,Fair,Private
4610,Unknown,Private
4611,Unknown,Private
4612,Fair,Private
4613,Unknown,Private
4614,Fair,Private
4615,Fair,Private
4616,Fair,Public
4617,Fair,Public
4618,Fair,Private
4619,Fair,Public
4620,Fair,Public
4621,Unknown,Public
4622,Fair,Private
4623,Fair,Private
4624,Fair,Public
4625,Fair,Private
4626,Unknown,Public
4627,Fair,Private
4628,Fair,Private
4629,Fair,Public
4630,Fair,Private
4631,Fair,Private
4632,Unknown,Public
4633,Fair,Public
4634,Unknown,Private
4635,Unknown,Public
4636,Fair,Private
4637,Fair,Private
4638,Unknown,Public
4639,Fair,Public
4640,Fair,Public
4641,Unknown,Private
4642,Unknown,Public
4643,Unknown,Private
4644,Unknown,Public
4645,Fair,Public
4646,Fair,Private
4647,Unknown,Private
4648,Fair,Public
4649,Unknown,Private
4650,Fair,Private
4651,Unknown,Public
4652,Fair,Private
4653,Fair,Public
4654,Fair,Public
4655,Fair,Private
4656,Fair,Public
4657,Unknown,Private
4658,Fair,Private
4659,Unknown,Public
4660,Unknown,Private
4661,Fair,Private
4662,Unknown,Private
4663,Fair,Public
4664,Unknown,Public
4665,Fair,Public
4666,Fair,Private
4667,Fair,Public
4668,Unknown,Private
4669,Fair,Private
4670,Fair,Private
4671,Good,Public
4672,Fair,Public
4673,Fair,Private
4674,Fair,Private
4675,Fair,Public
4676,Unknown,Private
4677,Unknown,Public
4678,Fair,Private
4679,Fair,Private
4680,Fair,Private
4681,Fair,Private
4682,Fair,Public
4683,Fair,Private
4684,Fair,Public
4685,Fair,Private
4686,Good,Private
4687,Unknown,Private
4688,Fair,Private
4689,Fair,Public
4690,Fair,Private
4691,Fair,Private
4692,Fair,Private
4693,Fair,Private
4694,Fair,Private
4695,Fair,Public
4696,Fair,Private
4697,Unknown,Private
4698,Fair,Private
4699,Fair,Public
4700,Fair,Private
4701,Fair,Private
4702,Good,Private
4703,Unknown,Private
4704,Fair,Private
4705,Fair,Private
4706,Fair,Public
4707,Fair,Private
4708,Unknown,Public
4709,Unknown,Private
4710,Fair,Private
4711,Fair,Private
4712,Fair,Private
4713,Fair,Public
4714,Fair,Private
4715,Fair,Private
4716,Fair,Private
4717,Fair,Public
4718,Fair,Private
4719,Fair,Public
4720,Fair,Private
4721,Fair,Private
4722,Fair,Private
4723,Fair,Private
4724,Fair,Private
4725,Unknown,Private
4726,Pending review,Public
4727,Unknown,Public
4728,Unknown,Public
4729,Fair,Private
4730,Unknown,Private
4731,Fair,Private
4732,Fair,Public
4733,Unknown,Public
4734,Unknown,Private
4735,Fair,Private
4736,Unknown,Private
4737,Unknown,Private
4738,Unknown,Private
4739,Fair,Private
4740,Fair,Public
4741,Fair,Private
4742,Fair,Private
4743,Fair,Public
4744,Unknown,Private
4745,Fair,Private
4746,Unknown,Private
4747,Fair,Private
4748,Unknown,Private
4749,Fair,Public
4750,Fair,Private
4751,Fair,Private
4752,Fair,Private
4753,Fair,Private
4754,Unknown,Public
4755,Unknown,Public
4756,Fair,Private
4757,Fair,Public
4758,Fair,Private
4759,Fair,Public
4760,Fair,Private
4761,Fair,Public
4762,Fair,Public
4763,Unknown,Private
4764,Unknown,Private
4765,Unknown,Public
4766,Fair,Public
4767,Fair,Private
4768,Fair,Public
4769,Fair,Private
4770,Fair,Private
4771,Unknown,Private
4772,Fair,Private
4773,Fair,Public
4774,Fair,Private
4775,Fair,Public
4776,Fair,Private
4777,Fair,Private
4778,Fair,Private
4779,Fair,Private
4780,Fair,Private
4781,Fair,Private
4782,Fair,Private
4783,Fair,Private
4784,Fair,Private
4785,Fair,Private
4786,Unknown,Public
4787,Unknown,Public
4788,Fair,Private
4789,Unknown,Private
4790,Unknown,Private
4791,Fair,Public
4792,Fair,Private
4793,Fair,Private
4794,Fair,Private
4795,Fair,Private
4796,Unknown,Private
4797,Unknown,Public
4798,Fair,Private
4799,Fair,Private
4800,Fair,Private
4801,Fair,Private
4802,Unknown,Public
4803,Unknown,Private
4804,Unknown,Public
4805,Fair,Private
4806,Fair,Private
4807,Unknown,Public
4808,Fair,Private
4809,Unknown,Public
4810,Fair,Private
4811,Unknown,Public
4812,Fair,Private
4813,Fair,Private
4814,Fair,Public
4815,Unknown,Public
4816,Unknown,Public
4817,Fair,Public
4818,Fair,Public
4819,Unknown,Private
4820,Fair,Private
4821,Fair,Private
4822,Unknown,Private
4823,Fair,Private
4824,Unknown,Private
4825,Good,Private
4826,Fair,Private
4827,Unknown,Private
4828,Unknown,Private
4829,Fair,Private
4830,Unknown,Public
4831,Fair,Public
4832,Fair,Private
4833,Fair,Private
4834,Fair,Private
4835,Fair,Private
4836,Fair,Private
4837,Fair,Private
4838,Unknown,Private
4839,Fair,Private
4840,Fair,Public
4841,Fair,Public
4842,Fair,Private
4843,Fair,Private
4844,Unknown,Private
4845,Fair,Private
4846,Fair,Public
4847,Fair,Private
4848,Fair,Public
4849,Fair,Private
4850,Fair,Public
4851,Fair,Private
4852,Fair,Public
4853,Fair,Private
4854,Fair,Private
4855,Unknown,Private
4856,Unknown,Private
4857,Unknown,Public
4858,Unknown,Public
4859,Good,Public
4860,Unknown,Private
4861,Fair,Public
4862,Fair,Private
4863,Unknown,Private
4864,Fair,Private
4865,Fair,Private
4866,Fair,Private
4867,Fair,Private
4868,Fair,Private
4869,Fair,Public
4870,Fair,Private
4871,Fair,Private
4872,Fair,Private
4873,Fair,Private
4874,Fair,Private
4875,Fair,Private
4876,Unknown,Private
4877,Fair,Private
4878,Fair,Private
4879,Fair,Public
4880,Fair,Private
4881,Fair,Private
4882,Fair,Public
4883,Fair,Private
4884,Fair,Private
4885,Fair,Public
4886,Fair,Private
4887,Good,Private
4888,Fair,Private
4889,Unknown,Private
4890,Fair,Private
4891,Fair,Private
4892,Unknown,Private
4893,Unknown,Private
4894,Fair,Private
4895,Fair,Private
4896,Unknown,Private
4897,Fair,Private
4898,Unknown,Private
4899,Fair,Public
4900,Fair,Private
4901,Fair,Private
4902,Fair,Private
4903,Fair,Private
4904,Unknown,Public
4905,Fair,Private
4906,Fair,Public
4907,Fair,Private
4908,Unknown,Public
4909,Fair,Private
4910,Fair,Public
4911,Fair,Private
4912,Unknown,Private
4913,Unknown,Private
4914,Fair,Private
4915,Fair,Public
4916,Fair,Private
4917,Fair,Private
4918,Unknown,Public
4919,Fair,Private
4920,Fair,Public
4921,Unknown,Public
4922,Fair,Private
4923,Fair,Public
4924,Fair,Private
4925,Fair,Private
4926,Fair,Private
4927,Fair,Private
4928,Fair,Public
4929,Unknown,Public
4930,Unknown,Private
4931,Unknown,Private
4932,Fair,Public
4933,Fair,Private
4934,Unknown,Private
4935,Fair,Private
4936,Fair,Public
4937,Fair,Private
4938,Unknown,Public
4939,Unknown,Public
4940,Fair,Private
4941,Fair,Private
4942,Unknown,Public
4943,Fair,Private
4944,Fair,Public
4945,Fair,Public
4946,Fair,Private
4947,Fair,Public
4948,Unknown,Public
4949,Fair,Public
4950,Unknown,Private
4951,Fair,Private
4952,Fair,Private
4953,Unknown,Private
4954,Fair,Private
4955,Fair,Public
4956,Fair,Private
4957,Fair,Private
4958,Unknown,Private
4959,Fair,Public
4960,Unknown,Private
4961,Fair,Private
4962,Fair,Private
4963,Fair,Public
4964,Fair,Private
4965,Fair,Private
4966,Fair,Public
4967,Fair,Public
4968,Fair,Public
4969,Unknown,Private
4970,Fair,Private
4971,Fair,Public
4972,Unknown,Private
4973,Fair,Public
4974,Fair,Private
4975,Unknown,Private
4976,Fair,Private
4977,Fair,Private
4978,Fair,Private
4979,Fair,Private
4980,Fair,Public
4981,Fair,Private
4982,Unknown,Private
4983,Fair,Public
4984,Fair,Private
4985,Fair,Private
4986,Fair,Public
4987,Fair,Private
4988,Fair,Public
4989,Unknown,Public
4990,Fair,Public
4991,Fair,Private
4992,Fair,Private
4993,Fair,Private
4994,Fair,Private
4995,Fair,Public
4996,Fair,Private
4997,Fair,Private
4998,Fair,Public
4999,Unknown,Private
5000,Fair,Private
5001,Fair,Private
5002,Fair,Public
5003,Fair,Private
5004,Fair,Public
5005,Unknown,Private
5006,Fair,Public
5007,Unknown,Public
5008,Unknown,Private
5009,Unknown,Private
5010,Fair,Private
5011,Fair,Public
5012,Good,Private
5013,Fair,Private
5014,Fair,Private
5015,Unknown,Private
5016,Unknown,Private
5017,Fair,Private
5018,Fair,Private
5019,Fair,Public
5020,Fair,Private
5021,Fair,Private
5022,Fair,Public
5023,Fair,Public
5024,Unknown,Public
5025,Fair,Private
5026,Unknown,Private
5027,Unknown,Private
5028,Fair,Public
5029,Fair,Private
5030,Fair,Private
5031,Fair,Private
5032,Fair,Private
5033,Fair,Private
5034,Fair,Private
5035,Unknown,Private
5036,Fair,Private
5037,Fair,Public
5038,Fair,Public
5039,Fair,Public
5040,Fair,Public
5041,Fair,Private
5042,Fair,Private
5043,Fair,Private
5044,Unknown,Private
5045,Fair,Private
5046,Fair,Private
5047,Unknown,Private
5048,Fair,Private
5049,Fair,Private
5050,Unknown,Private
5051,Fair,Public
5052,Unknown,Private
5053,Fair,Private
5054,Fair,Private
5055,Fair,Private
5056,Unknown,Private
5057,Fair,Private
5058,Fair,Private
5059,Unknown,Private
5060,Fair,Public
5061,Fair,Public
5062,Unknown,Private
5063,Fair,Private
5064,Fair,Public
5065,Unknown,Private
5066,Fair,Private
5067,Fair,Private
5068,Fair,Public
5069,Fair,Private
5070,Unknown,Private
5071,Fair,Public
5072,Fair,Private
5073,Fair,Private
5074,Unknown,Public
5075,Fair,Private
5076,Fair,Private
5077,Unknown,Private
5078,Good,Private
5079,Fair,Private
5080,Fair,Private
5081,Fair,Private
5082,Fair,Public
5083,Fair,Private
5084,Unknown,Private
5085,Fair,Private
5086,Fair,Public
5087,Fair,Private
5088,Pending review,Private
5089,Unknown,Private
5090,Fair,Private
5091,Unknown,Private
5092,Fair,Public
5093,Fair,Private
5094,Fair,Private
5095,Fair,Private
5096,Fair,Public
5097,Fair,Private
5098,Unknown,Private
5099,Unknown,Private
5100,Fair,Private
5101,Fair,Private
5102,Fair,Private
5103,Fair,Private
5104,Fair,Private
5105,Fair,Private
5106,Fair,Private
5107,Fair,Private
5108,Unknown,Public
5109,Unknown,Public
5110,Fair,Public
5111,Fair,Public
5112,Fair,Private
5113,Fair,Public
5114,Unknown,Private
5115,Fair,Private
5116,Good,Private
5117,Fair,Private
5118,Unknown,Public
5119,Fair,Private
5120,Fair,Private
5121,Fair,Public
5122,Unknown,Private
5123,Fair,Private
5124,Fair,Public
5125,Unknown,Private
5126,Fair,Private
5127,Fair,Private
5128,Fair,Private
5129,Fair,Public
5130,Fair,Private
5131,Fair,Private
5132,Fair,Private
5133,Fair,Private
5134,Fair,Public
5135,Fair,Private
5136,Fair,Private
5137,Fair,Private
5138,Fair,Private
5139,Fair,Public
5140,Fair,Private
5141,Fair,Private
5142,Unknown,Private
5143,Fair,Public
5144,Fair,Private
5145,Fair,Public
5146,Fair,Private
5147,Fair,Public
5148,Fair,Private
5149,Fair,Private
5150,Fair,Private
5151,Fair,Private
5152,Fair,Public
5153,Fair,Public
5154,Good,Private
5155,Fair,Private
5156,Fair,Private
5157,Unknown,Public
5158,Fair,Private
5159,Fair,Private
5160,Fair,Private
5161,Unknown,Private
5162,Unknown,Private
5163,Fair,Private
5164,Fair,Private
5165,Fair,Public
5166,Fair,Private
5167,Fair,Private
5168,Fair,Private
5169,Fair,Public
5170,Fair,Private
5171,Fair,Private
5172,Fair,Private
5173,Unknown,Private
5174,Fair,Private
5175,Unknown,Public
5176,Fair,Public
5177,Fair,Private
5178,Unknown,Private
5179,Fair,Public
5180,Fair,Private
5181,Unknown,Public
5182,Fair,Private
5183,Unknown,Public
5184,Fair,Public
5185,Unknown,Public
5186,Unknown,Private
5187,Fair,Private
5188,Fair,Public
5189,Fair,Private
5190,Unknown,Private
5191,Fair,Public
5192,Fair,Public
5193,Fair,Public
5194,Unknown,Private
5195,Fair,Public
5196,Fair,Public
5197,Fair,Private
5198,Fair,Private
5199,Fair,Private
5200,Fair,Private
5201,Fair,Public
5202,Unknown,Private
5203,Fair,Public
5204,Unknown,Public
5205,Fair,Private
5206,Unknown,Public
5207,Fair,Private
5208,Fair,Public
5209,Unknown,Private
5210,Fair,Public
5211,Fair,Private
5212,Fair,Private
5213,Fair,Public
5214,Fair,Private
5215,Fair,Private
5216,Fair,Private
5217,Fair,Public
5218,Fair,Private
5219,Fair,Private
5220,Fair,Private
5221,Fair,Private
5222,Fair,Private
5223,Fair,Private
5224,Fair,Private
5225,Fair,Private
5226,Fair,Private
5227,Fair,Public
5228,Fair,Private
5229,Fair,Private
5230,Fair,Private
5231,Fair,Private
5232,Fair,Public
5233,Unknown,Private
5234,Unknown,Private
5235,Unknown,Private
5236,Unknown,Private
5237,Fair,Private
5238,Fair,Private
5239,Fair,Private
5240,Unknown,Public
5241,Fair,Private
5242,Fair,Private
5243,Unknown,Public
5244,Fair,Public
5245,Fair,Private
5246,Fair,Public
5247,Fair,Public
5248,Fair,Private
5249,Fair,Private
5250,Unknown,Private
5251,Fair,Public
5252,Unknown,Private
5253,Unknown,Private
5254,Fair,Public
5255,Fair,Private
5256,Fair,Private
5257,Fair,Private
5258,Fair,Private
5259,Unknown,Public
5260,Fair,Private
5261,Unknown,Public
5262,Fair,Private
5263,Fair,Private
5264,Fair,Public
5265,Fair,Private
5266,Fair,Private
5267,Fair,Private
5268,Fair,Public
5269,Fair,Private
5270,Fair,Private
5271,Fair,Private
5272,Fair,Private
5273,Unknown,Public
5274,Fair,Private
5275,Fair,Private
5276,Fair,Private
5277,Fair,Private
5278,Fair,Public
5279,Fair,Private
5280,Fair,Public
5281,Fair,Private
5282,Fair,Private
5283,Fair,Public
5284,Fair,Private
5285,Fair,Public
5286,Fair,Public
5287,Unknown,Private
5288,Fair,Private
5289,Unknown,Public
5290,Fair,Private
5291,Fair,Private
5292,Fair,Private
5293,Fair,Private
5294,Unknown,Public
5295,Unknown,Private
5296,Fair,Private
5297,Fair,Private
5298,Fair,Private
5299,Fair,Private
5300,Fair,Public
5301,Good,Private
5302,Fair,Public
5303,Fair,Public
5304,Fair,Private
5305,Fair,Private
5306,Fair,Private
5307,Fair,Private
5308,Fair,Public
5309,Fair,Public
5310,Fair,Private
5311,Fair,Private
5312,Good,Public
5313,Fair,Public
5314,Fair,Private
5315,Fair,Private
5316,Fair,Private
5317,Fair,Public
5318,Fair,Private
5319,Fair,Private
5320,Unknown,Private
5321,Fair,Private
5322,Fair,Private
5323,Fair,Public
5324,Fair,Private
5325,Fair,Private
5326,Unknown,Private
5327,Unknown,Private
5328,Fair,Private
5329,Unknown,Private
5330,Unknown,Private
5331,Unknown,Private
5332,Fair,Private
5333,Fair,Private
5334,Fair,Public
5335,Unknown,Public
5336,Fair,Private
5337,Fair,Private
5338,Fair,Public
5339,Fair,Private
5340,Fair,Public
5341,Fair,Public
5342,Fair,Private
5343,Fair,Private
5344,Fair,Public
5345,Fair,Private
5346,Fair,Private
5347,Fair,Private
5348,Unknown,Private
5349,Fair,Private
5350,Fair,Public
5351,Fair,Public
5352,Fair,Private
5353,Fair,Private
5354,Fair,Private
5355,Unknown,Private
5356,Fair,Private
5357,Fair,Public
5358,Fair,Public
5359,Fair,Private
5360,Fair,Private
5361,Unknown,Private
5362,Fair,Private
5363,Fair,Private
5364,Unknown,Private
5365,Fair,Public
5366,Fair,Private
5367,Unknown,Private
5368,Unknown,Public
5369,Unknown,Private
5370,Fair,Private
5371,Fair,Private
5372,Unknown,Private
5373,Unknown,Public
5374,Fair,Private
5375,Fair,Public
5376,Fair,Private
5377,Unknown,Private
5378,Unknown,Public
5379,Unknown,Private
5380,Fair,Private
5381,Fair,Private
5382,Fair,Private
5383,Fair,Private
5384,Fair,Private
5385,Fair,Private
5386,Fair,Private
5387,Unknown,Public
5388,Fair,Private
5389,Unknown,Public
5390,Fair,Private
5391,Fair,Private
5392,Unknown,Public
5393,Fair,Private
5394,Unknown,Public
5395,Good,Private
5396,Unknown,Private
5397,Unknown,Private
5398,Fair,Private
5399,Fair,Public
5400,Unknown,Private
5401,Fair,Public
5402,Fair,Public
5403,Fair,Private
5404,Fair,Private
5405,Unknown,Public
5406,Unknown,Public
5407,Fair,Private
5408,Fair,Private
5409,Unknown,Private
5410,Fair,Private
5411,Fair,Private
5412,Unknown,Public
5413,Unknown,Private
5414,Unknown,Private
5415,Fair,Private
5416,Fair,Private
5417,Fair,Private
5418,Fair,Private
5419,Fair,Private
5420,Unknown,Private
5421,Fair,Private
5422,Fair,Public
5423,Fair,Private
5424,Unknown,Private
5425,Fair,Private
5426,Unknown,Public
5427,Fair,Private
5428,Fair,Private
5429,Unknown,Public
5430,Fair,Private
5431,Fair,Private
5432,Unknown,Private
5433,Fair,Private
5434,Fair,Private
5435,Fair,Public
5436,Unknown,Private
5437,Fair,Public
5438,Unknown,Private
5439,Unknown,Public
5440,Fair,Private
5441,Fair,Private
5442,Fair,Private
5443,Fair,Public
5444,Unknown,Private
5445,Fair,Private
5446,Fair,Private
5447,Unknown,Private
5448,Fair,Private
5449,Fair,Private
5450,Fair,Private
5451,Fair,Private
5452,Fair,Private
5453,Fair,Private
5454,Unknown,Public
5455,Fair,Private
5456,Fair,Private
5457,Fair,Private
5458,Fair,Public
5459,Fair,Public
5460,Unknown,Public
5461,Unknown,Private
5462,Pending review,Private
5463,Fair,Private
5464,Fair,Private
5465,Unknown,Private
5466,Fair,Public
5467,Fair,Public
5468,Fair,Public
5469,Fair,Private
5470,Fair,Private
5471,Fair,Private
5472,Unknown,Private
5473,Fair,Public
5474,Fair,Private
5475,Fair,Private
5476,Fair,Private
5477,Fair,Private
5478,Fair,Public
5479,Fair,Private
5480,Fair,Public
5481,Fair,Private
5482,Fair,Private
5483,Fair,Public
5484,Fair,Private
5485,Unknown,Public
5486,Fair,Private
5487,Fair,Private
5488,Fair,Private
5489,Unknown,Public
5490,Unknown,Private
5491,Fair,Public
5492,Unknown,Private
5493,Unknown,Private
5494,Fair,Private
5495,Unknown,Private
5496,Fair,Private
5497,Unknown,Public
5498,Unknown,Private
5499,Unknown,Private
5500,Unknown,Private
5501,Fair,Private
5502,Unknown,Private
5503,Fair,Private
5504,Unknown,Private
5505,Fair,Private
5506,Fair,Private
5507,Unknown,Private
5508,Unknown,Private
5509,Fair,Private
5510,Fair,Private
5511,Fair,Public
5512,Unknown,Public
5513,Fair,Public
5514,Fair,Private
5515,Fair,Public
5516,Fair,Public
5517,Unknown,Public
5518,Unknown,Private
5519,Fair,Private
5520,Fair,Public
5521,Fair,Private
5522,Unknown,Private
5523,Fair,Private
5524,Fair,Private
5525,Unknown,Private
5526,Fair,Private
5527,Fair,Private
5528,Fair,Private
5529,Unknown,Private
5530,Fair,Private
5531,Unknown,Private
5532,Fair,Private
5533,Unknown,Public
5534,Fair,Private
5535,Unknown,Private
5536,Fair,Private
5537,Fair,Public
5538,Fair,Private
5539,Fair,Private
5540,Fair,Private
5541,Fair,Private
5542,Unknown,Public
5543,Fair,Public
5544,Fair,Private
5545,Fair,Private
5546,Unknown,Private
5547,Unknown,Private
5548,Fair,Private
5549,Unknown,Private
5550,Unknown,Private
5551,Fair,Private
5552,Fair,Public
5553,Fair,Private
5554,Unknown,Public
5555,Fair,Public
5556,Fair,Private
5557,Fair,Public
5558,Fair,Private
