paper,referenced_paper,is_referenced
p0175,p3142,0
p2380,p1965,0
p3719,p0893,0
p2022,p0268,0
p1209,p3272,0
p3243,p1561,0
p3123,p1502,0
p2159,p2607,0
p3767,p4036,0
p1213,p2371,0
p2458,p3023,0
p0185,p4029,0
p2610,p0186,0
p1110,p0475,1
p4025,p2196,0
p3287,p0681,0
p0448,p0951,0
p2494,p2729,0
p2370,p1478,0
p3400,p1745,0
p3731,p0592,0
p3287,p0975,0
p3064,p0573,0
p1878,p1220,0
p0271,p3244,0
p0511,p3086,0
p2473,p2965,0
p0511,p0180,0
p4046,p0463,0
p0777,p2148,0
p3465,p0354,0
p0082,p4227,0
p0521,p0335,0
p2580,p2309,0
p1549,p1064,0
p0999,p1678,0
p0247,p0614,0
p1935,p3071,0
p0678,p1850,0
p0088,p3434,0
p4225,p0859,0
p3131,p0196,0
p1110,p2574,0
p2515,p3211,0
p2723,p4101,0
p0648,p3777,0
p3581,p2641,0
p1487,p3630,0
p1446,p1672,0
p2879,p3726,0
p4217,p4059,0
p0057,p1437,0
p3776,p0986,0
p0776,p3224,0
p0626,p1472,0
p0038,p1815,0
p0662,p3715,0
p0462,p2713,0
p2278,p0137,0
p2915,p1891,0
p0943,p0691,0
p0296,p1226,0
p0811,p1767,0
p1367,p2423,0
p2513,p2563,0
p0549,p0627,0
p1181,p4063,0
p1786,p3907,0
p2542,p3184,0
p1111,p3482,0
p2419,p1522,0
p0462,p1820,0
p0251,p2897,0
p0221,p0207,0
p3216,p2401,0
p3120,p2080,0
p4193,p0899,0
p0296,p3488,0
p3346,p3909,0
p1055,p1923,0
p1828,p2817,0
p0309,p1970,0
p1432,p1525,0
p1839,p2964,0
p4168,p4309,0
p0551,p2206,0
p2940,p3979,0
p0136,p0537,0
p2357,p2184,0
p2695,p0140,0
p3628,p1259,0
p1338,p1269,0
p1970,p0075,0
p0309,p4293,0
p3818,p0036,0
p1146,p2003,0
p1568,p3919,0
p1542,p3963,0
p2071,p0483,0
p1763,p3321,0
p2384,p0224,0
p2126,p2315,0
p4119,p3452,0
p2128,p0099,0
p3524,p4107,0
p3308,p4061,0
p1729,p4109,0
p3309,p1271,0
p2059,p3973,0
p1829,p2435,0
p0811,p3750,0
p0632,p1620,0
p1839,p3761,0
p3375,p3040,0
p1288,p4137,0
p2975,p3587,0
p0067,p1313,0
p0139,p1927,0
p2803,p2609,0
p0987,p2656,0
p1925,p3650,0
p4121,p0120,0
p2500,p3886,0
p0969,p2872,0
p1744,p1658,0
p3437,p0650,0
p0453,p3986,0
p3560,p0651,0
p1086,p3964,0
p0942,p3658,0
p1781,p1886,0
p3269,p2045,0
p1385,p1458,0
p3131,p0615,0
p0755,p3397,0
p2131,p1523,0
p2344,p3082,0
p3243,p4310,0
p1306,p1845,0
p2245,p1532,0
p4188,p4023,0
p1948,p1110,0
p2384,p0398,0
p4186,p0450,0
p1199,p1848,0
p2469,p2549,0
p2263,p2751,0
p1966,p2283,0
p0392,p0488,0
p0724,p3888,0
p1169,p1913,0
p0427,p0933,0
p0472,p2242,0
p2268,p3082,0
p0408,p3199,0
p3120,p0858,0
p3818,p3038,0
p3304,p3794,0
p4018,p3979,0
p2586,p3033,0
p0784,p2704,0
p0678,p0225,0
p2361,p0959,0
p3640,p0298,0
p0647,p3539,0
p2412,p0490,0
p3256,p1843,0
p1086,p1138,0
p4121,p3313,0
p1303,p0834,0
p0963,p3611,0
p1549,p1921,0
p1874,p1849,0
p1159,p4279,0
p0498,p2737,0
p1799,p4095,0
p2071,p2958,0
p1826,p1183,0
p0080,p3546,0
p1469,p1215,0
p0690,p2107,0
p2677,p3005,1
p0251,p0412,0
p3205,p1396,0
p2546,p3473,1
p0011,p1168,0
p3278,p3112,0
p3418,p1128,0
p3287,p4189,0
p1542,p2152,0
p2825,p1870,0
p0080,p0129,0
p0057,p2145,0
p1272,p1961,0
p3058,p2033,0
p3707,p4167,0
p1948,p3340,0
p2135,p1525,0
p1446,p0957,0
p3376,p3794,0
p2384,p3270,0
p1763,p0881,0
p1275,p1599,0
p1781,p3483,0
p3883,p3248,0
p4234,p2794,0
p3809,p2401,0
p1423,p3164,0
p0760,p0380,0
p2565,p0769,0
p1532,p2254,0
p0838,p1883,0
p1898,p0792,0
p2131,p3580,0
p1579,p3796,0
p0679,p3768,0
p2937,p3076,0
p1898,p2349,0
p3731,p3881,0
p1796,p2534,0
p3955,p1774,0
p0838,p0906,0
p1948,p1906,0
p0270,p4159,0
p1876,p0041,0
p0511,p3964,0
p3882,p0098,0
p1497,p1312,0
p2818,p3554,0
p0521,p0979,0
p3131,p2006,0
p0437,p3133,0
p0947,p0844,0
p3413,p2724,0
p2571,p3242,0
p3215,p2673,0
p3339,p4081,0
p0725,p4295,0
p3696,p2673,0
p3764,p4352,0
p3525,p3885,0
p0612,p0114,0
p0360,p2249,0
p0647,p3212,0
p3092,p2429,0
p4026,p2533,0
p2483,p1134,0
p2276,p1739,0
p3955,p2023,0
p2513,p4099,0
p4226,p3338,0
p1687,p0807,0
p1226,p2539,0
p2437,p1133,0
p1010,p4195,0
p3527,p4129,0
p3375,p0321,0
p4121,p2144,0
p1055,p1467,1
p4157,p1228,0
p2542,p2742,0
p3806,p1924,0
p0067,p3323,0
p1174,p3286,0
p2645,p2864,0
p0563,p2091,0
p1253,p4124,0
p2836,p1409,0
p2380,p0947,0
p3324,p1187,0
p2494,p0818,0
p2759,p0558,0
p1371,p0456,0
p0576,p1433,0
p0296,p1757,0
p0549,p1386,0
p0348,p0474,0
p1729,p1525,0
p4186,p2899,0
p2380,p2332,0
p0888,p1905,0
p0128,p0547,0
p0135,p3384,0
p2065,p3679,0
p0972,p2144,0
p0135,p1473,0
p1787,p2037,0
p3073,p0094,0
p0387,p2565,1
p3309,p1226,0
p2729,p3861,0
p0221,p0377,0
p3375,p3825,0
p4076,p1968,0
p4093,p2504,0
p0594,p1407,0
p2304,p4352,0
p2137,p3881,0
p1653,p1929,0
p4130,p0180,0
p2304,p3035,0
p1267,p0457,0
p3461,p1242,0
p1948,p2131,0
p2322,p2225,0
p0628,p1664,0
p3804,p3694,0
p0755,p0586,0
p2929,p1783,0
p1894,p0868,0
p4234,p0968,0
p3940,p2150,0
p1692,p2363,0
p3882,p4335,0
p0770,p2734,0
p3974,p1261,0
p1275,p3856,0
p4041,p3245,0
p2492,p0618,0
p2167,p3815,0
p3941,p1939,0
p3064,p0757,0
p1058,p1048,0
p1879,p2626,0
p2876,p3363,0
p0486,p2633,0
p3092,p3756,0
p0529,p2632,0
p0136,p3422,0
p0725,p1977,0
p3767,p1061,0
p3159,p1532,0
p1701,p3739,0
p2660,p3226,0
p2362,p1162,0
p1432,p3171,0
p1482,p1340,0
p0201,p1541,0
p0699,p2552,0
p0462,p3871,0
p0770,p4050,0
p2848,p1711,0
p0913,p2369,0
p3772,p3117,0
p2008,p2182,0
p0088,p3655,0
p1789,p2020,0
p0617,p3136,0
p0402,p3479,0
p3590,p3389,0
p1677,p0367,0
p1786,p0147,0
p1653,p0927,0
p1374,p0366,0
p0628,p1938,0
p0013,p2737,0
p3707,p3024,0
p2276,p2087,0
p4026,p3259,0
p4108,p0683,0
p1241,p1034,0
p3590,p0802,0
p0947,p3568,0
p4029,p1084,0
p3304,p2399,0
p1469,p1641,0
p3021,p2296,0
p3092,p1907,0
p4078,p1223,0
p0038,p0147,0
p0135,p3754,0
p0576,p1777,0
p0050,p2396,0
p0661,p4274,0
p0719,p2291,0
p3968,p4126,0
p3362,p4085,0
p4090,p2331,0
p0005,p0496,0
p3465,p0145,0
p4013,p4237,0
p2179,p3803,0
p1193,p4085,0
p2340,p1965,0
p0913,p0686,0
p3696,p3166,0
p1832,p0352,0
p1469,p3615,0
p2339,p2349,0
p2996,p2440,0
p2370,p3071,0
p0990,p0603,0
p1420,p2227,0
p1702,p1379,0
p3296,p1444,0
p1937,p0552,0
p0777,p1292,0
p2368,p2148,0
p3753,p1134,0
p0717,p3585,0
p1446,p4032,0
p3015,p3826,0
p4273,p3465,0
p1060,p0466,0
p0619,p1610,0
p2716,p2537,0
p2515,p1619,0
p4046,p0415,0
p2330,p0225,0
p1878,p0155,0
p1174,p2569,0
p0310,p0224,0
p0486,p1622,1
p2078,p2793,0
p4163,p3770,0
p1055,p0917,0
p2591,p1096,0
p2425,p2984,0
p1576,p3097,0
p3465,p4117,0
p2557,p0906,0
p3374,p3116,0
p0655,p3508,0
p1073,p2498,0
p0511,p2872,0
p4217,p2421,0
p3883,p4245,0
p1217,p1560,0
p0231,p1581,0
p4166,p0158,0
p3719,p3274,0
p1531,p3066,0
p1166,p0197,0
p3348,p2266,0
p0315,p0401,0
p1403,p0210,0
p4188,p2107,0
p3004,p3874,0
p2853,p4237,0
p1486,p2873,0
p0020,p3294,0
p1898,p4102,0
p2357,p2122,0
p2011,p1495,0
p3144,p0178,0
p3698,p0114,0
p2586,p3709,0
p1245,p3697,0
p0661,p2673,0
p3658,p1058,0
p0076,p2252,0
p3378,p0147,0
p3122,p1978,0
p4266,p2704,0
p2304,p3801,0
p3730,p1651,0
p3419,p1835,0
p0427,p3610,0
p4130,p3469,0
p0231,p1780,0
p4002,p2448,0
p2723,p4249,0
p3914,p1050,0
p0315,p0324,0
p2645,p4300,0
p3304,p2659,0
p0897,p3306,0
p1549,p3749,1
p2827,p0925,0
p0310,p3258,0
p1371,p0547,0
p1423,p3809,0
p1190,p0404,0
p0678,p1630,0
p0480,p0512,0
p0310,p1467,0
p4090,p1895,0
p0757,p2760,0
p3707,p1143,0
p1288,p4184,0
p0546,p0050,0
p4225,p2743,0
p1423,p0456,0
p1935,p1172,0
p1935,p3418,0
p1060,p3596,0
p3320,p1356,0
p3603,p3680,0
p0943,p2781,0
p1154,p2187,0
p3813,p2324,0
p1764,p0115,0
p3352,p3102,0
p2397,p0984,0
p2015,p2162,0
p2525,p0844,0
p1708,p3008,0
p1055,p3464,0
p1121,p2060,0
p2875,p2788,0
p0593,p0891,0
p3178,p2909,0
p2660,p2051,0
p4285,p0364,0
p3478,p1015,0
p1826,p0604,0
p3205,p0050,0
p2488,p1702,0
p3131,p2468,0
p1482,p0018,0
p2677,p2729,1
p0408,p1090,0
p2580,p1412,0
p3555,p1954,0
p2017,p1861,0
p4078,p4251,1
p2707,p1513,0
p0498,p3896,0
p3586,p0385,0
p1245,p1757,0
p0752,p3297,0
p0947,p2096,0
p0969,p1167,0
p0969,p1384,0
p3021,p3453,0
p0511,p3887,0
p4157,p0562,0
p2759,p3029,0
p0804,p2424,0
p1469,p4022,0
p3806,p2742,0
p3494,p0815,0
p2319,p0519,0
p0345,p2567,0
p2206,p4290,0
p1174,p3323,0
p0778,p1058,0
p0563,p3497,0
p1232,p3720,0
p2687,p2345,0
p0688,p1526,0
p2505,p1976,0
p3695,p4024,0
p4026,p1875,0
p0778,p1180,0
p2784,p2095,0
p0757,p1192,0
p0270,p0446,0
p0360,p2403,0
p2979,p0875,0
p2361,p2623,0
p2425,p2203,0
p2246,p1141,0
p4186,p0837,0
p0190,p3937,0
p0607,p1649,0
p2312,p3203,0
p2749,p1322,0
p0253,p2985,0
p2170,p3162,0
p0725,p1822,0
p1995,p3489,0
p2473,p0692,0
p2990,p0756,0
p2456,p3065,0
p0809,p1216,0
p4130,p0150,0
p3809,p2004,0
p2236,p2144,0
p2830,p3460,0
p0973,p1742,0
p2830,p1031,0
p2059,p0618,0
p3805,p3469,0
p2412,p3191,0
p0617,p2899,0
p1960,p1571,0
p1878,p2892,0
p1750,p2980,0
p1988,p0483,0
p2830,p0513,0
p1189,p0329,0
p2370,p2910,0
p1792,p1720,0
p1181,p3717,0
p1879,p3423,0
p3837,p2748,0
p3916,p0051,0
p4140,p2887,0
p2673,p1249,0
p0437,p2381,0
p1682,p1089,0
p1874,p4323,0
p3123,p4283,0
p2901,p0848,0
p2818,p3163,0
p3304,p0555,0
p4232,p4164,0
p3293,p0844,0
p0448,p0845,0
p2488,p0786,0
p0487,p3925,0
p0067,p1455,0
p4323,p4293,0
p0619,p1401,0
p0486,p2573,0
p4260,p3422,0
p0267,p3748,0
p2494,p0245,0
p3015,p1903,0
p1324,p1924,0
p0946,p0636,0
p0271,p3491,0
p3123,p3839,0
p3969,p3363,0
p2494,p1317,0
p3320,p2262,0
p1848,p4079,0
p1627,p0506,0
p3419,p1039,0
p3268,p2706,0
p0576,p0286,0
p0594,p1195,0
p0309,p2931,0
p1810,p2258,0
p3658,p4222,0
p3144,p3986,0
p2586,p1499,0
p3821,p2369,0
p0319,p2296,0
p0998,p0958,0
p2047,p0458,0
p3293,p2129,0
p2848,p1549,0
p1236,p2868,0
p3376,p2077,0
p3346,p0014,0
p2784,p1302,0
p1860,p3452,0
p0685,p3117,0
p1058,p0102,0
p4273,p2476,0
p3731,p0096,0
p2368,p3317,0
p0725,p3294,0
p0616,p1656,0
p1607,p3295,0
p2236,p2081,0
p3178,p1494,0
p3804,p2761,0
p0973,p2708,0
p0335,p3181,0
p3658,p0102,0
p3920,p3195,0
p2723,p2347,0
p1874,p3960,0
p1267,p3728,0
p4216,p3059,0
p3058,p3544,0
p3968,p0335,0
p2557,p2285,0
p0643,p4342,0
p0284,p4303,0
p3200,p3479,0
p0176,p3562,0
p3200,p3019,0
p1062,p3670,0
p0952,p0115,0
p0889,p4148,0
p2790,p1883,0
p3131,p2874,0
p2589,p1611,0
p0757,p4303,0
p3841,p1008,0
p4175,p2454,0
p0626,p1709,0
p0360,p3860,0
p2464,p3192,0
p3883,p1177,0
p2031,p4212,0
p3058,p1477,0
p3278,p0058,0
p1044,p3448,0
p2171,p1630,0
p2695,p0927,0
p3527,p0004,0
p2256,p4314,0
p0175,p2944,0
p2759,p1381,0
p0214,p0314,0
p2362,p3639,0
p0451,p1000,0
p2113,p0087,0
p2412,p1180,0
p4130,p2567,0
p1839,p0269,0
p0315,p1674,0
p0211,p1502,0
p0725,p2895,0
p2515,p1027,0
p0563,p2375,0
p4122,p0428,0
p2334,p4231,0
p3243,p2946,0
p4136,p1700,0
p3154,p1332,0
p1497,p1242,0
p0643,p0528,0
p1399,p1710,1
p0392,p2980,0
p0810,p1100,0
p4025,p3890,0
p3268,p2168,0
p4225,p2880,0
p2464,p2631,0
p1701,p2297,0
p0662,p2809,0
p1197,p3817,0
p1816,p2001,0
p0387,p0141,0
p2707,p2234,0
p2830,p4171,0
p0619,p0068,0
p1996,p0569,0
p1826,p4318,0
p4193,p1406,0
p3656,p3644,0
p3346,p1897,0
p2716,p4036,0
p1945,p3561,0
p0127,p0211,0
p1725,p2782,0
p0315,p4295,0
p3320,p2845,0
p2322,p1739,0
p0593,p0278,0
p2322,p1934,0
p3719,p1549,0
p3002,p0469,0
p2587,p3553,0
p2492,p0656,0
p0782,p1928,0
p2245,p1575,0
p3509,p2082,0
p2825,p0757,0
p0646,p0797,0
p1073,p0690,0
p3567,p3830,0
p3064,p3671,0
p2660,p3156,0
p1945,p2740,0
p4188,p0932,0
p3096,p0046,0
p0162,p2080,0
p1516,p3082,0
p4275,p1934,0
p3352,p1670,0
p2197,p1184,0
p0617,p2123,0
p1945,p1162,0
p0999,p1657,0
p3463,p3836,0
p1479,p1545,0
p1805,p3176,0
p0494,p4241,0
p0190,p3928,0
p1221,p1868,0
p2660,p3243,0
p3806,p2116,0
p0690,p3028,0
p4108,p0751,0
p3640,p3202,0
p1988,p4219,0
p1576,p0109,0
p1451,p1421,0
p1996,p0679,0
p1832,p2871,0
p0076,p0743,0
p3581,p1887,0
p2786,p3895,0
p3021,p4268,0
p1878,p0339,0
p3287,p0368,0
p2370,p3284,0
p1596,p3925,0
p2319,p0421,0
p0176,p1315,0
p0221,p2537,0
p3200,p2740,0
p1729,p2658,0
p0135,p2238,0
p0752,p3323,0
p0031,p3386,0
p3627,p3642,0
p1557,p2265,0
p1166,p2750,0
p2971,p4007,0
p1723,p2967,0
p4226,p4006,0
p2979,p1293,0
p2513,p0001,0
p2996,p4331,0
p1725,p1753,0
p1050,p4047,0
p4120,p2334,0
p3636,p4308,0
p0678,p4334,0
p0701,p4238,0
p2769,p2613,0
p1576,p2737,0
p3356,p2108,0
p2412,p2232,0
p0326,p0503,0
p4285,p2520,0
p1614,p0357,0
p1542,p1937,0
p0784,p1264,0
p0345,p4245,0
p2312,p2369,0
p0657,p1311,0
p2131,p0847,0
p2278,p1404,1
p2322,p0476,0
p3586,p3723,1
p1126,p1112,0
p1189,p3146,0
p2125,p1582,0
p0494,p2065,0
p0661,p0234,0
p2362,p1865,0
p1729,p0513,0
p4168,p1463,0
p4130,p1071,0
p0594,p0261,0
p2135,p0842,0
p0778,p1559,0
p4273,p2213,0
p0551,p2138,0
p0929,p2602,0
p3658,p3311,0
p0175,p3428,0
p0678,p4019,0
p0038,p2210,0
p3527,p2264,0
p2832,p1042,0
p1708,p1979,0
p0690,p0982,0
p3525,p2952,0
p1764,p3203,0
p0771,p3472,0
p3461,p3051,0
p0309,p2023,0
p2373,p3011,0
p3002,p0920,0
p1816,p3572,0
p0843,p3228,0
p3858,p1017,0
p0334,p1007,0
p3154,p1269,0
p4043,p2655,0
p0050,p0991,0
p0077,p3675,0
p1826,p4068,0
p1399,p2614,0
p2825,p3577,0
p2664,p2048,0
p3187,p1390,0
p0784,p0769,0
p0724,p1169,0
p0203,p2789,0
p1580,p0073,0
p0214,p2853,0
p1403,p0813,0
p0649,p4088,0
p2785,p0246,0
p2565,p0519,0
p0722,p2321,0
p1952,p1011,0
p1606,p0171,0
p3243,p3397,0
p2236,p4153,0
p2785,p2833,0
p3555,p2210,0
p1995,p2250,0
p2100,p3123,0
p1338,p0117,0
p3418,p0092,0
p0162,p3286,0
p2865,p2841,0
p0973,p0794,0
p0139,p0001,0
p0448,p0583,0
p1970,p0552,0
p3256,p0595,0
p2834,p2966,0
p0675,p0269,0
p1288,p3686,0
p3419,p0824,0
p0804,p2070,0
p4163,p0821,0
p2755,p1465,0
p2236,p3539,0
p2179,p0691,0
p2542,p1998,0
p2214,p0756,0
p3880,p0966,0
p4333,p3571,0
p1592,p2204,0
p3567,p2370,0
p0892,p3411,0
p1792,p2152,0
p3461,p2142,0
p0408,p3011,0
p1010,p2965,0
p2191,p3827,0
p0889,p1882,0
p0043,p3511,0
p0247,p2931,0
p1798,p2878,0
p3818,p0273,0
p2816,p2270,0
p2362,p2211,0
p1272,p2223,0
p3287,p2085,0
p1952,p1573,0
p0776,p3866,0
p2491,p2191,0
p1044,p2431,0
p0612,p3307,0
p3894,p3190,0
p3216,p0517,0
p2475,p0141,0
p2610,p1867,0
p0038,p2574,0
p0647,p3066,0
p1682,p0573,0
p2263,p0876,0
p2340,p2616,0
p0392,p1456,0
p2865,p1596,0
p3349,p3100,0
p3476,p0272,0
p2356,p3655,0
p1924,p0470,0
p0013,p3769,0
p2928,p2058,0
p0221,p3793,0
p1199,p4353,0
p4060,p0008,1
p0203,p1578,0
p0892,p2850,0
p1110,p1643,0
p4108,p0996,0
p1324,p2517,1
p3940,p1050,0
p4000,p1421,0
p3169,p2509,0
p2319,p0934,0
p2380,p2362,0
p0657,p4082,0
p0038,p0340,0
p0783,p1970,0
p0510,p3664,0
p2031,p0552,0
p3880,p1366,0
p2748,p3956,0
p3089,p0463,0
p2380,p0215,0
p3764,p1947,0
p1729,p1336,0
p3169,p2410,0
p2677,p0281,0
p0480,p0698,0
p0082,p3553,0
p0810,p4321,0
p1255,p0351,0
p1682,p1172,0
p2370,p0942,0
p2759,p4165,0
p4166,p1454,0
p4333,p0979,0
p0571,p0276,0
p4343,p4320,0
p3177,p3674,0
p0878,p1365,0
p0619,p0166,0
p3524,p3361,0
p3603,p0248,0
p3144,p2243,0
p1497,p1765,0
p2515,p0587,0
p1159,p0862,0
p3448,p1090,0
p2219,p1924,0
p1375,p2713,0
p3491,p2253,0
p1734,p2701,0
p1702,p3846,0
p1606,p1841,0
p0576,p1417,0
p0043,p3443,0
p0472,p4053,0
p2875,p1801,0
p2015,p0507,0
p2015,p3613,0
p3035,p2316,0
p0511,p1168,0
p3567,p2228,0
p3525,p1750,0
p3339,p1861,0
p0284,p1453,0
p0724,p0330,0
p3850,p2323,0
p1288,p0792,0
p3672,p0274,0
p0889,p3128,0
p0384,p0644,0
p1486,p3897,0
p2589,p0655,0
p1253,p4321,0
p0327,p1573,0
p4208,p3931,0
p2135,p0955,0
p1146,p2350,0
p1952,p1078,0
p2419,p1934,0
p3806,p4053,0
p4185,p3918,0
p1948,p3532,0
p1576,p1173,0
p1432,p1713,0
p4280,p1965,0
p0136,p2189,0
p2492,p3582,0
p3296,p1019,0
p0662,p0866,0
p1479,p3571,0
p1777,p3521,0
p1671,p4012,0
p1945,p4044,0
p3583,p0834,0
p1154,p0544,0
p4275,p3483,0
p0480,p3683,0
p0253,p3066,0
p0617,p4254,0
p2818,p2582,0
p3731,p0258,0
p1154,p1578,0
p2488,p3403,0
p2902,p2349,0
p0229,p1069,0
p3637,p2368,0
p3092,p1513,0
p1606,p2120,0
p2059,p2153,0
p2879,p1510,0
p0626,p0532,0
p1557,p4064,0
p0251,p0805,0
p3346,p1636,0
p3256,p3165,0
p3584,p1075,0
p3277,p2127,0
p0003,p0522,0
p4157,p3907,0
p3021,p3168,0
p1671,p1022,0
p1497,p1560,0
p1298,p2892,0
p3776,p1664,0
p4108,p4334,0
p0913,p3421,0
p0348,p3964,1
p3882,p0152,0
p1750,p1280,0
p1924,p0274,0
p4048,p1831,0
p1146,p3757,0
p1451,p2099,0
p4181,p0022,0
p2707,p0756,0
p3326,p1784,0
p0878,p2978,0
p4225,p2234,0
p4029,p4089,0
p3916,p0109,0
p2125,p2025,0
p1531,p0035,0
p3698,p4342,0
p4266,p3890,0
p1759,p0343,0
p1687,p2476,0
p1606,p2369,0
p3413,p0365,0
p3944,p4227,0
p3944,p0988,0
p1924,p2788,0
p1272,p2871,0
p0961,p2165,0
p3177,p1506,0
p2128,p3624,0
p3735,p1748,0
p2825,p0089,0
p3304,p3771,0
p0643,p0306,0
p3352,p1989,0
p2494,p2682,0
p2263,p2596,0
p3418,p2534,0
p3658,p1395,0
p0006,p3798,0
p4136,p4218,0
p3586,p2139,0
p2219,p1941,0
p2380,p2049,0
p2319,p0292,0
p0281,p0976,0
p3946,p4179,0
p3494,p2943,0
p1169,p0441,0
p4136,p3770,0
p1734,p0967,0
p1193,p1129,0
p2929,p3133,0
p1199,p2717,0
p1960,p1935,0
p2312,p3949,0
p2580,p2766,0
p0594,p3618,0
p4333,p0274,0
p3197,p3107,0
p0315,p1527,0
p0990,p4328,0
p1798,p2364,0
p1324,p0189,0
p3639,p3618,0
p2505,p4003,0
p1055,p0094,0
p3129,p1098,0
p1385,p0168,0
p2937,p4306,0
p0649,p3097,1
p4260,p1825,0
p3064,p3347,0
p0067,p3220,0
p3531,p4085,0
p1894,p1102,0
p2803,p0173,0
p0211,p0951,0
p2610,p1628,0
p4280,p3875,0
p2128,p3768,0
p1763,p3000,0
p0427,p0644,0
p1486,p3545,0
p3805,p4288,0
p2464,p2905,0
p0076,p1644,0
p3352,p1845,0
p2011,p0208,0
p1217,p1132,0
p1246,p1814,0
p0722,p3983,0
p1423,p1480,0
p3268,p2638,0
p2131,p3646,0
p0969,p3714,0
p0043,p2800,0
p1878,p3565,0
p0878,p2360,0
p1055,p3262,0
p4136,p3984,0
p2383,p3746,0
p0486,p1493,0
p0487,p2058,0
p3243,p3261,0
p1542,p3993,0
p3505,p2186,0
p2126,p3440,0
p2078,p0030,0
p1549,p3626,0
p4333,p2082,0
p0229,p2110,0
p0944,p0427,0
p3858,p3704,0
p0779,p0401,0
p2645,p3123,0
p3889,p3571,0
p0944,p3796,0
p0782,p1250,0
p2179,p2291,0
p3378,p0610,0
p0190,p3803,0
p0878,p1322,1
p2979,p2217,0
p4273,p3109,0
p3882,p1511,0
p3326,p2449,0
p1694,p0599,0
p0643,p2804,0
p0725,p1749,0
p3427,p2294,0
p2790,p1233,0
p3278,p0919,0
p2790,p1106,0
p0913,p3063,0
p4108,p2445,0
p2560,p4160,0
p0231,p3726,0
p1789,p1299,0
p3021,p2822,0
p4076,p1793,0
p0498,p0383,0
p0020,p0765,0
p3144,p2277,0
p3850,p1570,0
p0563,p1285,0
p4208,p1834,0
p1241,p4243,0
p3015,p1935,0
p1174,p2477,0
p0717,p1912,0
p0699,p1079,0
p0359,p0712,0
p1492,p2698,0
p3282,p0948,0
p1922,p4292,0
p0760,p4267,0
p3916,p1795,0
p0085,p1254,0
p2384,p1054,0
p3148,p3350,0
p3324,p3349,0
p1306,p3292,0
p0485,p3809,0
p0448,p3777,0
p0733,p0643,0
p2598,p1981,0
p3463,p1900,0
p0271,p2509,0
p0360,p3864,0
p2716,p2195,0
p0776,p3517,0
p1055,p0768,0
p3805,p3135,0
p2179,p4197,0
p4103,p3195,0
p1232,p1835,0
p4078,p3855,0
p0309,p1087,0
p1515,p2906,0
p0733,p4070,0
p2179,p0794,0
p1548,p1316,0
p1952,p1560,0
p1446,p3045,0
p2876,p2741,0
p2759,p2004,0
p2979,p4259,0
p1170,p2899,0
p1189,p3871,0
p0804,p1056,0
p2523,p0741,0
p0003,p4112,0
p3920,p0143,0
p0755,p3485,0
p0674,p3475,0
p0282,p0792,0
p3148,p3191,0
p0271,p3680,0
p1298,p1904,0
p2233,p0672,0
p0632,p3440,0
p1682,p3056,0
p2834,p0695,0
p3268,p1633,0
p1787,p1444,0
p1898,p2789,0
p3324,p3385,0
p0127,p1379,0
p1557,p2752,0
p2716,p1833,0
p0679,p2584,0
p1246,p3686,0
p1159,p0182,0
p2248,p1991,0
p0006,p2459,0
p3448,p3469,0
p0127,p2092,0
p2304,p2162,0
p0088,p3984,0
p1374,p2509,0
p2488,p3849,0
p1170,p3564,0
p4157,p3579,0
p2008,p3364,0
p0619,p3641,0
p3419,p1727,0
p1432,p3165,0
p2816,p0114,0
p3374,p3316,0
p0088,p1140,0
p1725,p3568,0
p3320,p0373,0
p3590,p4150,0
p2494,p0053,0
p4181,p2854,0
p1226,p2737,0
p1828,p2608,0
p2571,p3263,0
p2246,p0605,0
p2816,p1535,1
p1272,p1428,0
p0523,p3023,0
p0944,p0336,0
p0214,p2064,0
p1479,p0580,0
p1792,p4175,0
p2173,p0347,0
p2357,p4001,0
p0449,p0366,0
p0699,p3840,0
p2483,p2020,0
p2707,p2978,0
p3491,p2318,0
p2167,p2585,0
p1832,p2787,0
p1170,p1735,0
p0998,p4313,0
p0043,p0399,0
p2557,p1264,0
p3035,p2367,0
p0733,p1536,0
p0113,p1064,0
p1879,p0896,0
p3442,p0677,0
p2863,p3138,0
p0838,p2922,0
p0382,p3027,0
p1829,p3244,0
p2546,p2004,0
p1497,p0861,0
p1206,p2932,0
p1166,p0799,0
p1596,p2710,0
p3467,p1436,0
p2311,p1448,0
p3427,p4013,0
p3636,p3832,0
p3974,p3396,0
p2031,p2524,0
p3362,p4321,0
p0387,p2484,0
p2996,p1619,0
p3304,p0981,0
p3349,p3998,0
p1781,p2206,0
p2125,p0358,0
p0724,p2988,0
p2865,p1409,0
p0688,p3359,0
p2784,p1465,0
p3858,p2010,0
p0281,p1221,0
p3123,p3283,0
p1399,p3486,0
p2505,p2366,1
p1781,p1320,0
p3169,p0461,0
p1050,p2871,0
p2494,p0130,0
p2125,p0762,0
p1121,p0065,0
p2768,p0035,0
p2654,p0749,0
p0946,p4141,0
p3742,p1845,0
p0913,p1025,0
p4118,p4124,0
p2939,p4004,0
p1050,p2788,0
p1193,p3337,0
p0402,p3237,0
p1879,p2186,0
p2125,p3549,0
p2322,p2942,0
p1058,p1261,0
p3515,p0915,0
p1548,p3157,0
p0993,p2390,0
p0043,p1287,0
p1170,p1601,0
p0076,p1992,0
p0005,p2139,0
p2660,p3623,0
p0348,p0298,0
p1492,p0377,0
